DATE,WM_WEEK,QTR,Month,FY,TR_PRODUCT,ORG,Org_AD,VP,PILLAR,Application_Name,Cloud,Env,Cost
8/31/24,Week 35,Q3,Aug,2024,Streaming Analytics,Starling,tech@moonbird.io,Alice,Engineering,inventory,GCP,Stage,1559.491
8/19/24,Week 34,Q3,Aug,2024,Data Lakehouse,Hawk,all@sunbird.com,Emily,Operations,checkout,GCP,Stage,6577.1102
2/29/24,Week 09,Q1,Feb,2024,Data Lakehouse,Starling,info@starling.org,Diana,Finance,sales,AWS,Dev,4554.8089
9/9/24,Week 37,Q3,Sep,2024,INTL DATA AND ANALYTICS POC,Moonbird,eagle-team@eagle.net,Diana,Operations,checkout,Azure,Stage,137.9878
2/1/24,Week 05,Q1,Feb,2024,Streaming Analytics,Hawk,info@starling.org,Bob,Finance,riskengine,AWS,Prod,2649.4671
10/26/24,Week 43,Q4,Oct,2024,Data Lakehouse,Sunbird,all@sunbird.com,Bob,Engineering,checkout,GCP,Stage,960.0129
1/31/24,Week 05,Q1,Jan,2024,ML Platform,Sunbird,info@starling.org,Diana,Marketing,checkout,Azure,Dev,9706.4138
1/8/25,Week 54,Q1,Jan,2024,ML Platform,Starling,eagle-team@eagle.net,Diana,Retail,inventory,Azure,Dev,4195.4361
3/1/24,Week 09,Q1,Mar,2024,ML Platform,Hawk,all@sunbird.com,Emily,Marketing,reporting,Azure,Dev,8790.3952
10/23/24,Week 43,Q4,Oct,2024,INTL DATA AND ANALYTICS POC,Eagle,info@starling.org,Emily,Retail,checkout,AWS,Dev,824.1641
4/20/25,Week 68,Q2,Apr,2024,Data Lakehouse,Sunbird,finance@sunbird.com,Bob,Engineering,checkout,GCP,Dev,7822.7425
12/31/24,Week 53,Q4,Dec,2024,ETL/ELT Jobs,Eagle,all@sunbird.com,Bob,Engineering,reporting,GCP,Dev,1078.7223
1/21/25,Week 56,Q1,Jan,2024,Data Lakehouse,Moonbird,eagle-team@eagle.net,Alice,Engineering,checkout,Azure,Dev,172.0578
2/3/24,Week 05,Q1,Feb,2024,Analytics Tools,Starling,all@sunbird.com,Charlie,Finance,sales,GCP,Prod,9673.3107
6/30/24,Week 26,Q2,Jun,2024,INTL DATA AND ANALYTICS POC,Sunbird,eagle-team@eagle.net,Alice,Marketing,inventory,GCP,Dev,3428.924
4/2/25,Week 66,Q2,Apr,2024,Data Lakehouse,Eagle,tech@moonbird.io,Emily,Marketing,riskengine,Azure,Prod,3906.0556
1/4/25,Week 53,Q1,Jan,2024,ETL/ELT Jobs,Hawk,finance@sunbird.com,Bob,Operations,checkout,GCP,Prod,7240.866
1/20/25,Week 56,Q1,Jan,2024,INTL DATA AND ANALYTICS POC,Starling,all@sunbird.com,Charlie,Engineering,sales,AWS,Stage,9820.4684
4/26/25,Week 69,Q2,Apr,2024,Data Lakehouse,Hawk,info@starling.org,Diana,Operations,riskengine,Azure,Stage,3220.4015
3/17/25,Week 64,Q1,Mar,2024,Analytics Tools,Sunbird,info@starling.org,Alice,Operations,sales,GCP,Prod,4270.035
9/4/24,Week 36,Q3,Sep,2024,ML Platform,Eagle,tech@moonbird.io,Charlie,Finance,inventory,GCP,Stage,4964.7431
3/15/24,Week 11,Q1,Mar,2024,ETL/ELT Jobs,Moonbird,eagle-team@eagle.net,Alice,Finance,reporting,Azure,Stage,4515.7232
5/4/24,Week 18,Q2,May,2024,ETL/ELT Jobs,Hawk,finance@sunbird.com,Alice,Finance,inventory,Azure,Prod,3133.6227
8/10/24,Week 32,Q3,Aug,2024,INTL DATA AND ANALYTICS POC,Hawk,all@sunbird.com,Charlie,Finance,sales,Azure,Prod,5712.2145
12/8/24,Week 49,Q4,Dec,2024,INTL DATA AND ANALYTICS POC,Hawk,info@starling.org,Charlie,Operations,inventory,Azure,Prod,3653.4361
3/22/24,Week 12,Q1,Mar,2024,ML Platform,Starling,info@starling.org,Bob,Retail,sales,AWS,Dev,6369.2999
4/30/25,Week 70,Q2,Apr,2024,Analytics Tools,Moonbird,eagle-team@eagle.net,Bob,Engineering,riskengine,GCP,Prod,6641.7622
2/17/25,Week 60,Q1,Feb,2024,Data Lakehouse,Eagle,tech@moonbird.io,Emily,Operations,riskengine,AWS,Dev,3286.1741
1/5/25,Week 53,Q1,Jan,2024,INTL DATA AND ANALYTICS POC,Moonbird,finance@sunbird.com,Charlie,Engineering,inventory,GCP,Stage,7200.3922
4/2/25,Week 66,Q2,Apr,2024,Data Lakehouse,Moonbird,tech@moonbird.io,Bob,Operations,reporting,AWS,Prod,904.0988
11/20/24,Week 47,Q4,Nov,2024,Streaming Analytics,Sunbird,tech@moonbird.io,Bob,Engineering,riskengine,Azure,Dev,7189.2917
7/14/24,Week 28,Q3,Jul,2024,Streaming Analytics,Hawk,all@sunbird.com,Diana,Marketing,riskengine,AWS,Stage,1959.3515
11/21/24,Week 47,Q4,Nov,2024,ETL/ELT Jobs,Moonbird,info@starling.org,Charlie,Retail,inventory,AWS,Prod,8132.8925
3/24/25,Week 65,Q1,Mar,2024,INTL DATA AND ANALYTICS POC,Hawk,tech@moonbird.io,Charlie,Retail,sales,Azure,Stage,6597.1644
10/2/24,Week 40,Q4,Oct,2024,INTL DATA AND ANALYTICS POC,Moonbird,finance@sunbird.com,Emily,Retail,sales,AWS,Stage,1836.3227
11/12/24,Week 46,Q4,Nov,2024,INTL DATA AND ANALYTICS POC,Hawk,eagle-team@eagle.net,Alice,Retail,riskengine,AWS,Prod,4219.7
5/12/24,Week 19,Q2,May,2024,Analytics Tools,Sunbird,info@starling.org,Diana,Retail,riskengine,Azure,Prod,8843.6455
8/13/24,Week 33,Q3,Aug,2024,Data Lakehouse,Eagle,finance@sunbird.com,Alice,Marketing,checkout,AWS,Dev,9072.1367
1/28/24,Week 04,Q1,Jan,2024,INTL DATA AND ANALYTICS POC,Moonbird,eagle-team@eagle.net,Charlie,Retail,checkout,AWS,Dev,8499.8978
4/25/24,Week 17,Q2,Apr,2024,ML Platform,Moonbird,tech@moonbird.io,Charlie,Finance,sales,GCP,Dev,9807.3681
1/5/25,Week 53,Q1,Jan,2024,Data Lakehouse,Moonbird,all@sunbird.com,Bob,Operations,checkout,AWS,Dev,1311.4378
1/7/25,Week 54,Q1,Jan,2024,Data Lakehouse,Sunbird,info@starling.org,Charlie,Retail,inventory,AWS,Dev,3709.7908
8/5/24,Week 32,Q3,Aug,2024,Data Lakehouse,Hawk,tech@moonbird.io,Bob,Marketing,inventory,GCP,Dev,8979.4859
11/5/24,Week 45,Q4,Nov,2024,Streaming Analytics,Moonbird,info@starling.org,Charlie,Marketing,reporting,AWS,Stage,5052.1967
1/26/24,Week 04,Q1,Jan,2024,Data Lakehouse,Moonbird,info@starling.org,Emily,Retail,riskengine,Azure,Dev,1187.8379
1/7/25,Week 54,Q1,Jan,2024,Big Data Pipeline,Starling,all@sunbird.com,Alice,Retail,inventory,Azure,Stage,961.5531
10/6/24,Week 40,Q4,Oct,2024,Data Lakehouse,Starling,eagle-team@eagle.net,Alice,Engineering,reporting,Azure,Dev,4421.3566
11/27/24,Week 48,Q4,Nov,2024,INTL DATA AND ANALYTICS POC,Starling,finance@sunbird.com,Alice,Engineering,checkout,GCP,Prod,902.9043
7/9/24,Week 28,Q3,Jul,2024,Analytics Tools,Eagle,finance@sunbird.com,Alice,Finance,reporting,Azure,Prod,2417.227
7/11/24,Week 28,Q3,Jul,2024,Data Lakehouse,Moonbird,eagle-team@eagle.net,Emily,Retail,reporting,Azure,Stage,1349.7021
3/2/24,Week 09,Q1,Mar,2024,Streaming Analytics,Starling,tech@moonbird.io,Alice,Retail,reporting,AWS,Prod,7453.1061
8/23/24,Week 34,Q3,Aug,2024,INTL DATA AND ANALYTICS POC,Sunbird,all@sunbird.com,Emily,Marketing,checkout,GCP,Prod,1141.2684
12/26/24,Week 52,Q4,Dec,2024,Big Data Pipeline,Sunbird,finance@sunbird.com,Emily,Retail,reporting,AWS,Prod,2492.3797
1/16/24,Week 03,Q1,Jan,2024,Streaming Analytics,Moonbird,eagle-team@eagle.net,Bob,Finance,riskengine,GCP,Dev,369.4073
6/9/24,Week 23,Q2,Jun,2024,ML Platform,Eagle,finance@sunbird.com,Alice,Retail,checkout,GCP,Stage,5327.5612
4/18/24,Week 16,Q2,Apr,2024,INTL DATA AND ANALYTICS POC,Starling,eagle-team@eagle.net,Charlie,Retail,checkout,Azure,Prod,9487.7471
8/14/24,Week 33,Q3,Aug,2024,Analytics Tools,Starling,info@starling.org,Emily,Retail,sales,Azure,Prod,2343.8045
10/31/24,Week 44,Q4,Oct,2024,ML Platform,Sunbird,tech@moonbird.io,Bob,Finance,inventory,Azure,Prod,8151.8417
4/16/24,Week 16,Q2,Apr,2024,ETL/ELT Jobs,Eagle,tech@moonbird.io,Diana,Engineering,sales,GCP,Prod,4766.9563
4/9/25,Week 67,Q2,Apr,2024,Data Lakehouse,Starling,all@sunbird.com,Charlie,Retail,reporting,GCP,Dev,5779.1906
4/9/25,Week 67,Q2,Apr,2024,ML Platform,Eagle,tech@moonbird.io,Charlie,Finance,inventory,AWS,Stage,393.7348
1/30/24,Week 05,Q1,Jan,2024,Analytics Tools,Moonbird,tech@moonbird.io,Bob,Finance,riskengine,AWS,Dev,7588.1047
1/21/24,Week 03,Q1,Jan,2024,Analytics Tools,Eagle,all@sunbird.com,Emily,Engineering,inventory,AWS,Stage,8962.8251
3/19/25,Week 64,Q1,Mar,2024,Big Data Pipeline,Starling,tech@moonbird.io,Bob,Retail,riskengine,GCP,Dev,3275.9713
1/31/24,Week 05,Q1,Jan,2024,Big Data Pipeline,Starling,info@starling.org,Emily,Retail,reporting,AWS,Prod,550.5684
1/15/25,Week 55,Q1,Jan,2024,Streaming Analytics,Sunbird,eagle-team@eagle.net,Alice,Engineering,riskengine,Azure,Dev,6495.0331
8/23/24,Week 34,Q3,Aug,2024,Big Data Pipeline,Eagle,info@starling.org,Charlie,Marketing,checkout,GCP,Prod,6827.5862
7/4/24,Week 27,Q3,Jul,2024,ML Platform,Moonbird,finance@sunbird.com,Emily,Operations,checkout,GCP,Stage,1382.0005
8/4/24,Week 31,Q3,Aug,2024,ML Platform,Moonbird,tech@moonbird.io,Bob,Retail,inventory,AWS,Prod,6203.221
1/14/25,Week 55,Q1,Jan,2024,INTL DATA AND ANALYTICS POC,Starling,all@sunbird.com,Bob,Operations,checkout,GCP,Prod,882.8486
2/1/24,Week 05,Q1,Feb,2024,INTL DATA AND ANALYTICS POC,Eagle,finance@sunbird.com,Alice,Engineering,checkout,Azure,Stage,5992.3071
10/22/24,Week 43,Q4,Oct,2024,Streaming Analytics,Sunbird,tech@moonbird.io,Alice,Engineering,sales,Azure,Prod,3179.1892
6/18/24,Week 25,Q2,Jun,2024,Streaming Analytics,Eagle,tech@moonbird.io,Alice,Operations,inventory,Azure,Dev,1811.3845
12/15/24,Week 50,Q4,Dec,2024,ETL/ELT Jobs,Sunbird,eagle-team@eagle.net,Emily,Finance,reporting,GCP,Stage,529.4355
3/2/25,Week 61,Q1,Mar,2024,Data Lakehouse,Moonbird,eagle-team@eagle.net,Diana,Engineering,reporting,GCP,Dev,452.8108
10/23/24,Week 43,Q4,Oct,2024,Data Lakehouse,Hawk,tech@moonbird.io,Charlie,Operations,reporting,AWS,Stage,3349.3957
3/5/24,Week 10,Q1,Mar,2024,Analytics Tools,Sunbird,all@sunbird.com,Diana,Finance,sales,Azure,Stage,8416.2607
1/31/25,Week 57,Q1,Jan,2024,Big Data Pipeline,Hawk,tech@moonbird.io,Alice,Marketing,checkout,Azure,Dev,4691.2188
7/29/24,Week 31,Q3,Jul,2024,Data Lakehouse,Sunbird,finance@sunbird.com,Emily,Operations,checkout,GCP,Stage,2062.9498
5/4/24,Week 18,Q2,May,2024,Streaming Analytics,Starling,finance@sunbird.com,Emily,Operations,sales,AWS,Prod,3612.8966
1/28/25,Week 57,Q1,Jan,2024,Streaming Analytics,Eagle,eagle-team@eagle.net,Bob,Retail,checkout,Azure,Stage,803.0306
2/4/24,Week 05,Q1,Feb,2024,ML Platform,Eagle,all@sunbird.com,Charlie,Engineering,sales,GCP,Prod,8178.0832
2/22/24,Week 08,Q1,Feb,2024,ML Platform,Sunbird,all@sunbird.com,Charlie,Retail,checkout,Azure,Prod,3219.928
2/3/25,Week 58,Q1,Feb,2024,INTL DATA AND ANALYTICS POC,Sunbird,all@sunbird.com,Bob,Marketing,inventory,GCP,Prod,7342.0878
1/6/25,Week 54,Q1,Jan,2024,Analytics Tools,Eagle,info@starling.org,Diana,Marketing,checkout,AWS,Prod,1473.8221
3/25/24,Week 13,Q1,Mar,2024,INTL DATA AND ANALYTICS POC,Hawk,info@starling.org,Emily,Engineering,sales,GCP,Prod,4616.9662
5/8/24,Week 19,Q2,May,2024,Big Data Pipeline,Starling,tech@moonbird.io,Charlie,Retail,checkout,GCP,Dev,5351.8411
5/30/24,Week 22,Q2,May,2024,Analytics Tools,Moonbird,finance@sunbird.com,Alice,Retail,checkout,GCP,Dev,3144.6669
1/14/25,Week 55,Q1,Jan,2024,ETL/ELT Jobs,Eagle,info@starling.org,Charlie,Marketing,sales,GCP,Prod,6939.0249
9/19/24,Week 38,Q3,Sep,2024,Streaming Analytics,Starling,finance@sunbird.com,Emily,Retail,reporting,GCP,Stage,5308.5366
10/2/24,Week 40,Q4,Oct,2024,ETL/ELT Jobs,Starling,eagle-team@eagle.net,Diana,Retail,reporting,GCP,Prod,8807.5976
3/4/24,Week 10,Q1,Mar,2024,Big Data Pipeline,Moonbird,finance@sunbird.com,Diana,Operations,checkout,Azure,Stage,2801.1504
4/3/24,Week 14,Q2,Apr,2024,Big Data Pipeline,Sunbird,all@sunbird.com,Bob,Finance,sales,Azure,Prod,793.1022
3/8/25,Week 62,Q1,Mar,2024,Big Data Pipeline,Starling,all@sunbird.com,Charlie,Operations,inventory,AWS,Dev,5255.3219
4/22/24,Week 17,Q2,Apr,2024,Streaming Analytics,Moonbird,all@sunbird.com,Bob,Marketing,riskengine,AWS,Dev,3155.1335
4/30/24,Week 18,Q2,Apr,2024,ML Platform,Moonbird,eagle-team@eagle.net,Emily,Engineering,inventory,GCP,Stage,9957.2417
1/7/25,Week 54,Q1,Jan,2024,Analytics Tools,Hawk,tech@moonbird.io,Diana,Engineering,riskengine,AWS,Prod,9617.3297
1/10/24,Week 02,Q1,Jan,2024,Streaming Analytics,Eagle,eagle-team@eagle.net,Bob,Operations,sales,Azure,Prod,5952.6814
1/10/25,Week 54,Q1,Jan,2024,INTL DATA AND ANALYTICS POC,Moonbird,all@sunbird.com,Bob,Operations,sales,Azure,Stage,6859.6796
1/4/25,Week 53,Q1,Jan,2024,Big Data Pipeline,Starling,info@starling.org,Alice,Finance,reporting,Azure,Dev,2370.4382
8/25/24,Week 34,Q3,Aug,2024,Big Data Pipeline,Moonbird,finance@sunbird.com,Diana,Operations,reporting,GCP,Prod,4466.5703
8/5/24,Week 32,Q3,Aug,2024,ML Platform,Hawk,finance@sunbird.com,Charlie,Operations,riskengine,AWS,Prod,5080.7265
6/24/24,Week 26,Q2,Jun,2024,Data Lakehouse,Starling,eagle-team@eagle.net,Diana,Retail,checkout,GCP,Dev,581.4551
6/15/24,Week 24,Q2,Jun,2024,ETL/ELT Jobs,Starling,eagle-team@eagle.net,Bob,Engineering,sales,GCP,Prod,4528.4811
2/3/24,Week 05,Q1,Feb,2024,Big Data Pipeline,Hawk,all@sunbird.com,Bob,Finance,riskengine,Azure,Stage,630.3672
11/30/24,Week 48,Q4,Nov,2024,ETL/ELT Jobs,Sunbird,finance@sunbird.com,Alice,Retail,riskengine,AWS,Stage,4011.6751
12/24/24,Week 52,Q4,Dec,2024,Data Lakehouse,Sunbird,eagle-team@eagle.net,Charlie,Marketing,inventory,Azure,Dev,3024.7149
4/9/25,Week 67,Q2,Apr,2024,Analytics Tools,Hawk,finance@sunbird.com,Bob,Retail,reporting,GCP,Dev,6615.1304
6/8/24,Week 23,Q2,Jun,2024,INTL DATA AND ANALYTICS POC,Eagle,tech@moonbird.io,Bob,Engineering,sales,Azure,Stage,1782.1073
7/15/24,Week 29,Q3,Jul,2024,Data Lakehouse,Sunbird,info@starling.org,Bob,Operations,checkout,Azure,Dev,1134.7091
3/9/24,Week 10,Q1,Mar,2024,Streaming Analytics,Sunbird,tech@moonbird.io,Charlie,Finance,riskengine,GCP,Stage,2219.4961
6/28/24,Week 26,Q2,Jun,2024,Data Lakehouse,Eagle,finance@sunbird.com,Bob,Finance,checkout,GCP,Dev,2556.993
3/21/24,Week 12,Q1,Mar,2024,Data Lakehouse,Hawk,eagle-team@eagle.net,Emily,Operations,reporting,GCP,Prod,4825.0962
10/28/24,Week 44,Q4,Oct,2024,Streaming Analytics,Eagle,finance@sunbird.com,Charlie,Finance,sales,Azure,Stage,3718.615
8/17/24,Week 33,Q3,Aug,2024,ML Platform,Starling,tech@moonbird.io,Emily,Marketing,reporting,AWS,Dev,5518.8144
1/30/24,Week 05,Q1,Jan,2024,ML Platform,Moonbird,tech@moonbird.io,Emily,Finance,riskengine,GCP,Prod,7274.5043
4/21/24,Week 16,Q2,Apr,2024,ETL/ELT Jobs,Moonbird,eagle-team@eagle.net,Diana,Marketing,sales,GCP,Prod,2325.8015
3/27/24,Week 13,Q1,Mar,2024,Big Data Pipeline,Sunbird,finance@sunbird.com,Charlie,Finance,riskengine,Azure,Stage,5312.3366
4/19/24,Week 16,Q2,Apr,2024,ETL/ELT Jobs,Sunbird,all@sunbird.com,Charlie,Finance,riskengine,Azure,Prod,4550.8374
8/26/24,Week 35,Q3,Aug,2024,ETL/ELT Jobs,Moonbird,tech@moonbird.io,Emily,Engineering,sales,GCP,Stage,9014.1947
2/12/24,Week 07,Q1,Feb,2024,ML Platform,Hawk,finance@sunbird.com,Bob,Operations,riskengine,Azure,Stage,2527.458
3/30/24,Week 13,Q1,Mar,2024,Data Lakehouse,Moonbird,tech@moonbird.io,Alice,Marketing,checkout,GCP,Dev,5463.8017
8/20/24,Week 34,Q3,Aug,2024,ML Platform,Hawk,finance@sunbird.com,Diana,Engineering,reporting,AWS,Stage,1736.0167
10/3/24,Week 40,Q4,Oct,2024,ML Platform,Eagle,finance@sunbird.com,Diana,Operations,reporting,Azure,Dev,1242.4939
7/23/24,Week 30,Q3,Jul,2024,Analytics Tools,Moonbird,all@sunbird.com,Bob,Retail,checkout,Azure,Prod,6599.2871
1/12/24,Week 02,Q1,Jan,2024,INTL DATA AND ANALYTICS POC,Eagle,eagle-team@eagle.net,Diana,Finance,inventory,AWS,Stage,527.1112
4/17/25,Week 68,Q2,Apr,2024,INTL DATA AND ANALYTICS POC,Moonbird,eagle-team@eagle.net,Bob,Finance,sales,Azure,Stage,497.9342
3/27/25,Week 65,Q1,Mar,2024,INTL DATA AND ANALYTICS POC,Starling,eagle-team@eagle.net,Bob,Engineering,checkout,AWS,Dev,329.9258
2/5/24,Week 06,Q1,Feb,2024,Data Lakehouse,Sunbird,eagle-team@eagle.net,Bob,Engineering,inventory,AWS,Prod,1516.9315
2/20/24,Week 08,Q1,Feb,2024,ML Platform,Eagle,eagle-team@eagle.net,Diana,Marketing,riskengine,Azure,Prod,1743.1951
5/19/24,Week 20,Q2,May,2024,INTL DATA AND ANALYTICS POC,Starling,all@sunbird.com,Alice,Finance,reporting,AWS,Prod,9393.5426
6/12/24,Week 24,Q2,Jun,2024,Big Data Pipeline,Eagle,all@sunbird.com,Bob,Operations,sales,GCP,Dev,6002.6924
2/17/25,Week 60,Q1,Feb,2024,ML Platform,Hawk,tech@moonbird.io,Charlie,Operations,checkout,AWS,Prod,4163.4578
4/25/24,Week 17,Q2,Apr,2024,Analytics Tools,Moonbird,finance@sunbird.com,Bob,Finance,reporting,AWS,Prod,2231.8264
2/3/24,Week 05,Q1,Feb,2024,Analytics Tools,Eagle,info@starling.org,Emily,Finance,checkout,GCP,Prod,9702.2562
5/16/24,Week 20,Q2,May,2024,Streaming Analytics,Eagle,tech@moonbird.io,Diana,Finance,reporting,Azure,Dev,3759.3769
2/13/24,Week 07,Q1,Feb,2024,Streaming Analytics,Eagle,all@sunbird.com,Bob,Operations,checkout,Azure,Stage,5659.5628
7/3/24,Week 27,Q3,Jul,2024,ETL/ELT Jobs,Starling,finance@sunbird.com,Charlie,Retail,riskengine,Azure,Stage,2561.3125
10/5/24,Week 40,Q4,Oct,2024,INTL DATA AND ANALYTICS POC,Starling,tech@moonbird.io,Alice,Marketing,reporting,GCP,Stage,8476.7104
2/4/24,Week 05,Q1,Feb,2024,ML Platform,Sunbird,finance@sunbird.com,Charlie,Retail,riskengine,Azure,Dev,4750.6244
2/16/24,Week 07,Q1,Feb,2024,INTL DATA AND ANALYTICS POC,Eagle,finance@sunbird.com,Charlie,Finance,reporting,GCP,Dev,1734.5815
2/26/24,Week 09,Q1,Feb,2024,ML Platform,Eagle,finance@sunbird.com,Diana,Operations,inventory,AWS,Prod,8500.8361
9/11/24,Week 37,Q3,Sep,2024,Streaming Analytics,Hawk,finance@sunbird.com,Alice,Marketing,riskengine,AWS,Dev,7306.8865
4/3/25,Week 66,Q2,Apr,2024,Analytics Tools,Hawk,tech@moonbird.io,Charlie,Marketing,checkout,AWS,Prod,5597.6941
1/6/25,Week 54,Q1,Jan,2024,Streaming Analytics,Starling,tech@moonbird.io,Diana,Retail,riskengine,Azure,Prod,2446.8113
5/14/24,Week 20,Q2,May,2024,Big Data Pipeline,Hawk,all@sunbird.com,Emily,Engineering,sales,Azure,Prod,8619.0014
1/6/25,Week 54,Q1,Jan,2024,Big Data Pipeline,Hawk,eagle-team@eagle.net,Alice,Finance,riskengine,GCP,Dev,9784.9503
5/25/24,Week 21,Q2,May,2024,INTL DATA AND ANALYTICS POC,Moonbird,all@sunbird.com,Alice,Retail,inventory,Azure,Stage,2942.7263
1/31/24,Week 05,Q1,Jan,2024,Analytics Tools,Eagle,all@sunbird.com,Emily,Operations,riskengine,AWS,Stage,1827.3457
2/23/24,Week 08,Q1,Feb,2024,INTL DATA AND ANALYTICS POC,Sunbird,finance@sunbird.com,Diana,Engineering,inventory,Azure,Stage,6699.3354
10/14/24,Week 42,Q4,Oct,2024,ML Platform,Starling,info@starling.org,Alice,Marketing,checkout,GCP,Prod,2823.8122
1/23/25,Week 56,Q1,Jan,2024,Analytics Tools,Moonbird,all@sunbird.com,Charlie,Operations,sales,AWS,Prod,7186.5229
1/14/25,Week 55,Q1,Jan,2024,Big Data Pipeline,Hawk,tech@moonbird.io,Alice,Operations,reporting,GCP,Stage,3070.4028
12/4/24,Week 49,Q4,Dec,2024,Streaming Analytics,Hawk,info@starling.org,Charlie,Finance,sales,GCP,Prod,8931.9714
1/6/24,Week 01,Q1,Jan,2024,Big Data Pipeline,Sunbird,info@starling.org,Bob,Operations,sales,Azure,Stage,1628.4775
3/7/25,Week 62,Q1,Mar,2024,INTL DATA AND ANALYTICS POC,Starling,eagle-team@eagle.net,Alice,Marketing,sales,GCP,Dev,8005.6273
2/15/24,Week 07,Q1,Feb,2024,Big Data Pipeline,Starling,all@sunbird.com,Charlie,Retail,inventory,GCP,Stage,7814.7455
2/27/25,Week 61,Q1,Feb,2024,Streaming Analytics,Eagle,finance@sunbird.com,Alice,Marketing,reporting,GCP,Stage,499.4353
8/25/24,Week 34,Q3,Aug,2024,ETL/ELT Jobs,Starling,all@sunbird.com,Emily,Retail,checkout,GCP,Dev,8261.9895
1/10/25,Week 54,Q1,Jan,2024,INTL DATA AND ANALYTICS POC,Hawk,info@starling.org,Diana,Operations,reporting,Azure,Prod,1006.9801
6/3/24,Week 23,Q2,Jun,2024,INTL DATA AND ANALYTICS POC,Sunbird,tech@moonbird.io,Alice,Retail,riskengine,GCP,Dev,8423.5303
7/22/24,Week 30,Q3,Jul,2024,ML Platform,Hawk,tech@moonbird.io,Bob,Finance,checkout,GCP,Dev,3295.9128
4/21/24,Week 16,Q2,Apr,2024,ETL/ELT Jobs,Sunbird,eagle-team@eagle.net,Emily,Finance,riskengine,AWS,Prod,7678.4147
10/23/24,Week 43,Q4,Oct,2024,INTL DATA AND ANALYTICS POC,Eagle,all@sunbird.com,Bob,Operations,sales,AWS,Prod,9243.0426
4/26/24,Week 17,Q2,Apr,2024,ML Platform,Moonbird,eagle-team@eagle.net,Charlie,Retail,reporting,AWS,Prod,7497.6437
4/10/25,Week 67,Q2,Apr,2024,ETL/ELT Jobs,Hawk,finance@sunbird.com,Charlie,Retail,checkout,Azure,Dev,3147.5295
2/19/25,Week 60,Q1,Feb,2024,ML Platform,Sunbird,finance@sunbird.com,Charlie,Engineering,inventory,Azure,Dev,8393.5258
10/31/24,Week 44,Q4,Oct,2024,ML Platform,Eagle,finance@sunbird.com,Alice,Operations,reporting,Azure,Prod,405.238
3/20/25,Week 64,Q1,Mar,2024,ETL/ELT Jobs,Sunbird,eagle-team@eagle.net,Diana,Engineering,sales,AWS,Stage,8082.1686
7/30/24,Week 31,Q3,Jul,2024,Data Lakehouse,Sunbird,finance@sunbird.com,Diana,Marketing,checkout,GCP,Prod,4767.6646
10/18/24,Week 42,Q4,Oct,2024,ETL/ELT Jobs,Moonbird,finance@sunbird.com,Alice,Finance,sales,AWS,Prod,1340.2666
8/21/24,Week 34,Q3,Aug,2024,Streaming Analytics,Starling,all@sunbird.com,Alice,Operations,checkout,GCP,Stage,7861.7952
4/29/24,Week 18,Q2,Apr,2024,ETL/ELT Jobs,Moonbird,tech@moonbird.io,Emily,Retail,reporting,AWS,Stage,7240.1703
1/16/24,Week 03,Q1,Jan,2024,Streaming Analytics,Sunbird,info@starling.org,Bob,Engineering,checkout,AWS,Dev,9499.6531
9/16/24,Week 38,Q3,Sep,2024,ML Platform,Sunbird,eagle-team@eagle.net,Charlie,Retail,sales,AWS,Dev,6077.3315
1/14/25,Week 55,Q1,Jan,2024,Big Data Pipeline,Starling,finance@sunbird.com,Emily,Retail,riskengine,GCP,Stage,830.0049
3/4/24,Week 10,Q1,Mar,2024,ETL/ELT Jobs,Eagle,info@starling.org,Bob,Marketing,inventory,GCP,Stage,580.6274
9/17/24,Week 38,Q3,Sep,2024,Big Data Pipeline,Sunbird,all@sunbird.com,Alice,Finance,riskengine,GCP,Prod,6263.5145
10/3/24,Week 40,Q4,Oct,2024,INTL DATA AND ANALYTICS POC,Sunbird,finance@sunbird.com,Bob,Marketing,checkout,GCP,Prod,4825.0947
10/17/24,Week 42,Q4,Oct,2024,Big Data Pipeline,Hawk,eagle-team@eagle.net,Charlie,Marketing,inventory,GCP,Stage,6289.4618
7/26/24,Week 30,Q3,Jul,2024,INTL DATA AND ANALYTICS POC,Starling,all@sunbird.com,Charlie,Marketing,sales,GCP,Dev,2274.5428
9/1/24,Week 35,Q3,Sep,2024,Streaming Analytics,Sunbird,tech@moonbird.io,Emily,Marketing,sales,Azure,Prod,4124.6687
4/24/25,Week 69,Q2,Apr,2024,ETL/ELT Jobs,Hawk,info@starling.org,Diana,Retail,sales,GCP,Dev,5296.9147
9/25/24,Week 39,Q3,Sep,2024,ETL/ELT Jobs,Hawk,all@sunbird.com,Bob,Engineering,reporting,GCP,Dev,8750.7068
7/7/24,Week 27,Q3,Jul,2024,ML Platform,Eagle,eagle-team@eagle.net,Emily,Marketing,checkout,AWS,Dev,6509.4207
7/14/24,Week 28,Q3,Jul,2024,Analytics Tools,Eagle,all@sunbird.com,Diana,Marketing,riskengine,GCP,Prod,9175.002
1/31/24,Week 05,Q1,Jan,2024,Streaming Analytics,Sunbird,all@sunbird.com,Alice,Retail,checkout,AWS,Prod,1219.2416
6/27/24,Week 26,Q2,Jun,2024,ML Platform,Moonbird,finance@sunbird.com,Alice,Operations,inventory,GCP,Prod,8884.1328
